Cruise,Station,Target_Asset,Start_Latitude,Start_Longitude,Start_Time,Cast,Cast_Flag,Bottom_Depth_at_Start_Position,CTD_File,CTD_File_Flag,Niskin_Bottle_Position,Niskin_Flag,CTD_Bottle_Closure_Time,CTD_Pressure,CTD_Pressure_Flag,CTD_Depth,CTD_Latitude,CTD_Longitude,CTD_Temperature_1,CTD_Temperature_1_Flag,CTD_Temperature_2,CTD_Temperature_2_Flag,CTD_Conductivity_1,CTD_Conductivity_1_Flag,CTD_Conductivity_2,CTD_Conductivity_2_Flag,CTD_Salinity_1,CTD_Salinity_2,CTD_Oxygen,CTD_Oxygen_Flag,CTD_Oxygen_Saturation,CTD_Fluorescence,CTD_Fluorescence_Flag,CTD_Beam_Attenuation,CTD_Beam_Transmission,CTD_Transmissometer_Flag,CTD_pH,CTD_pH_Flag,Discrete_Oxygen,Discrete_Oxygen_Flag,Discrete_Oxygen_Replicate_Flag,Discrete_Chlorophyll,Discrete_Phaeopigment,Discrete_Fo_Fa_Ratio,Discrete_Fluorescence_Flag,Discrete_Fluorescence_Replicate_Flag,Discrete_Phosphate,Discrete_Silicate,Discrete_Nitrate,Discrete_Nitrite,Discrete_Ammonium,Discrete_Nutrients_Flag,Discrete_Nutrients_Replicate_Flag,Discrete_Salinity,Discrete_Salinity_Flag,Discrete_Salinity_Replicate_Flag,Discrete_Alkalinity,Discrete_Alkalinity_Flag,Discrete_Alkalinity_Replicate_Flag,Discrete_DIC,Discrete_DIC_Flag,Discrete_DIC_Replicate_Flag,Discrete_pCO2,pCO2_Analysis_Temp,Discrete_pCO2_Flag,Discrete_pCO2_Replicate_Flag,Discrete_pH,pH_Analysis_Temp,Discrete_pH_Flag,Discrete_pH_Replicate_Flag,Calculated_Alkalinity,Calculated_DIC,Calculated_pCO2,Calculated_pH,Calculated_CO2aq,Calculated_Bicarb,Calculated_CO3,Calculated_Omega_C,Calculated_Omega_A
AT30-01,12,GI02HYPM-2,59.9996666666667,-39.4826666666667,2015-08-23T16:50:38.000Z,12,*0000000000000100,2660,at30_012.hex,*0000000000000100,12,*0000000000001000,2015-08-23T19:49:07.000Z,102.275,*0000000000000100,101.286,60.00144,-39.48689,4.4792,*0000000000000100,4.482,*0000000000000100,3.295964,*0000000000000100,3.2962,*0000000000000100,34.9151,34.9149,6.5102,*0000000000000100,7.16569,,,0.1009,97.5082,*0000000000000100,,,6.755,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9174,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,1,*0000000000000100,2015-08-23T22:52:52.000Z,1520.072,*0000000000000100,1500.282,59.8994,-39.57607,3.621,*0000000000000100,3.6217,*0000000000000100,3.282602,*0000000000000100,3.282626,*0000000000000100,34.9319,34.9315,6.0508,*0000000000000100,7.31501,,,0.0929,97.7046,*0000000000000100,,,6.345,*0000000000000100,*0000000000000100,,,,,,0.674243463102847,6.33701685240555,9.42826932809094,,0.657793282092155,*0000000000000100,*0000000000000100,34.936,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,2,*0000000000000100,2015-08-23T23:04:02.000Z,1013.099,*0000000000000100,1001.114,59.89964,-39.5767,3.5799,*0000000000000100,3.5803,*0000000000000100,3.252972,*0000000000000100,3.252998,*0000000000000100,34.8788,34.8787,6.542,*0000000000000100,7.32498,,,0.0907,97.7572,*0000000000000100,,,6.805,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8884,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,3,*0000000000000100,2015-08-23T23:13:52.000Z,505.625,*0000000000000100,500.251,59.89989,-39.57731,3.8288,*0000000000000100,3.8292,*0000000000000100,3.25492,*0000000000000100,3.254958,*0000000000000100,34.9032,34.9033,6.4934,*0000000000000100,7.27958,,,0.0911,97.7485,*0000000000000100,,,6.757,*0000000000000100,*0000000000000100,,,,,,0.767366066240558,7.25148019162816,12.9264956010589,,0.689259475540755,*0000000000000100,*0000000000000100,34.9115,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,4,*0000000000000100,2015-08-23T23:19:51.000Z,252.706,*0000000000000100,250.172,59.90005,-39.57777,4.3431,*0000000000000100,4.343,*0000000000000100,3.293107,*0000000000000100,3.293095,*0000000000000100,34.9447,34.9446,6.4049,*0000000000000100,7.18771,,,0.0948,97.6585,*0000000000000100,,,6.645,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9494,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,5,*0000000000000100,2015-08-23T23:24:58.000Z,129.92,*0000000000000100,128.655,59.90025,-39.57827,5.1046,*0000000000000100,5.1039,*0000000000000100,3.361388,*0000000000001001,3.361287,*0000000000001001,35.0045,35.0041,6.3224,*0000000000000100,7.05545,,,0.0978,97.5854,*0000000000000100,,,6.571,*0000000000000100,*0000000000000100,0.009204529415742,0.020040419732965,,*0000000000000100,*0000000000000100,,,,,,,,34.0116,*0000000000001001,*0000000000000100,2312.5,*0000000000001001,*0000000000000100,2162.7,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,6,*0000000000000100,2015-08-23T23:27:07.000Z,103.723,*0000000000000100,102.72,59.90032,-39.57842,5.4085,*0000000000000100,5.4044,*0000000000000100,3.389678,*0000000000000100,3.389272,*0000000000000100,35.0262,35.0258,6.2997,*0000000000000100,7.00397,,,0.0989,97.5584,*0000000000000100,,,6.56,*0000000000000100,*0000000000000100,,,,,,0.651410517141197,5.44956943123131,10.6909711149175,,0.759184349870976,*0000000000000100,*0000000000001000,35.0303,*0000000000000100,*0000000000000100,2298.4,*0000000000001001,*0000000000000100,2145.5,*0000000000001000,*0000000000000100,,,,,7.7192,25,*0000000000001000,*0000000000000100,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,6,*0000000000000100,2015-08-23T23:27:07.000Z,103.723,*0000000000000100,102.72,59.90032,-39.57842,5.4085,*0000000000000100,5.4044,*0000000000000100,3.389678,*0000000000000100,3.389272,*0000000000000100,35.0262,35.0258,6.2997,*0000000000000100,7.00397,,,0.0989,97.5584,*0000000000000100,,,,,,,,,,,0.648276583381755,5.26555534792063,10.3876539240112,,0.805134981573693,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,7,*0000000000000100,2015-08-23T23:29:37.000Z,83.868,*0000000000000100,83.061,59.90036,-39.57859,5.5988,*0000000000000100,5.5893,*0000000000000100,3.404622,*0000000000000100,3.403646,*0000000000000100,35.0093,35.0081,6.3346,*0000000000000100,6.97347,,,0.1073,97.3535,*0000000000000100,,,6.588,*0000000000000100,*0000000000000100,0.09859974901802,0.040350935221158,,*0000000000000100,*0000000000001000,,,,,,,,35.01,*0000000000000100,*0000000000000100,2311.1,*0000000000001001,*0000000000000100,2160.8,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,7,*0000000000000100,2015-08-23T23:29:37.000Z,83.868,*0000000000000100,83.061,59.90036,-39.57859,5.5988,*0000000000000100,5.5893,*0000000000000100,3.404622,*0000000000000100,3.403646,*0000000000000100,35.0093,35.0081,6.3346,*0000000000000100,6.97347,,,0.1073,97.3535,*0000000000000100,,,,,,0.100910312242258,0.042790610912316,,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,8,*0000000000000100,2015-08-23T23:32:42.000Z,40.564,*0000000000000100,40.177,59.90046,-39.57882,7.5827,*0000000000000100,7.5871,*0000000000000100,3.570835,*0000000000001001,3.571169,*0000000000001001,34.8545,34.8537,6.6933,*0000000000000100,6.66848,,,0.2121,94.8354,*0000000000000100,,,6.992,*0000000000000100,*0000000000000100,0.427689968241721,0.115990021314809,,*0000000000000100,*0000000000000100,,,,,,,,35.8709,*0000000000001001,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,9,*0000000000000100,2015-08-23T23:34:50.000Z,20.56,*0000000000000100,20.365,59.9005,-39.57892,8.4269,*0000000000000100,8.4265,*0000000000000100,3.650909,*0000000000000100,3.650793,*0000000000000100,34.8828,34.882,6.5339,*0000000000000100,6.54193,,,0.2683,93.5121,*0000000000000100,,,6.802,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8869,*0000000000000100,*0000000000000100,2308.4,*0000000000001001,*0000000000000100,2112.8,*0000000000000100,*0000000000000100,,,,,7.8336,25,*0000000000000100,*0000000000000100,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,10,*0000000000000100,2015-08-23T23:36:33.000Z,13.564,*0000000000000100,13.435,59.90056,-39.57906,8.4237,*0000000000000100,8.4241,*0000000000000100,3.650288,*0000000000000100,3.650259,*0000000000000100,34.8828,34.8821,6.527,*0000000000000100,6.5424,,,0.2648,93.5935,*0000000000000100,,,6.832,*0000000000000100,*0000000000000100,0.378177899150893,0.062764060831506,,*0000000000000100,*0000000000001000,0.496504648460198,1.4140029559663,6.89038751557147,,1.27662841991462,*0000000000000100,*0000000000001000,34.8857,*0000000000000100,*0000000000000100,2308.9,*0000000000001001,*0000000000000100,2116.6,*0000000000000100,*0000000000000100,,,,,7.8332,25,*0000000000000100,*0000000000000100,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,10,*0000000000000100,2015-08-23T23:36:33.000Z,13.564,*0000000000000100,13.435,59.90056,-39.57906,8.4237,*0000000000000100,8.4241,*0000000000000100,3.650288,*0000000000000100,3.650259,*0000000000000100,34.8828,34.8821,6.527,*0000000000000100,6.5424,,,0.2648,93.5935,*0000000000000100,,,,,,0.38242179078725,0.058818263898101,,*0000000000000100,*0000000000001000,0.415470075537478,1.0959287510193,5.69487624571784,,1.24666061663023,*0000000000000100,*0000000000001000,,,,,,,,,,,,,,,,,,,,,,,,,,
AT30-01,13,GI01SUMO-2,59.8978333333333,-39.5721666666667,2015-08-23T21:20:25.000Z,13,*0000000000000100,2678,at30_013.hex,*0000000000000100,11,*0000000000000100,2015-08-23T23:38:21.000Z,3.872,*0000000000000100,3.836,59.9006,-39.5792,8.4186,*0000000000000100,8.4194,*0000000000000100,3.649349,*0000000000000100,3.649345,*0000000000000100,34.8825,34.8818,6.5291,*0000000000000100,6.54315,,,0.2703,93.4654,*0000000000000100,,,6.837,*0000000000000100,*0000000000000100,0.394681922181169,0.051629873096897,,*0000000000000100,*0000000000000100,0.462926786751888,1.33652334194075,6.68545643880411,,1.30759514997514,*0000000000000100,*0000000000000100,34.8877,*0000000000000100,*0000000000000100,2310.4,*0000000000001001,*0000000000000100,2113.3,*0000000000000100,*0000000000000100,,,,,7.8329,25,*0000000000000100,*0000000000000100,,,,,,,,,
AR7-01,2,Release test,51.976,-45.7595,2016-07-06T11:29:36.000Z,2,*0000000000000100,4056,ar0701002.hex,*0000000000000100,1,*0000000000000100,2016-07-06T12:29:34.000Z,2538.465,*0000000000000100,2501.137,51.9711,-45.7649,2.9104,*0000000000000100,2.9102,*0000000000000100,3.260327,*0000000000000100,3.259935,*0000000000000100,34.93,34.9256,6.1049,*0000000000000100,7.44367,,,0.1264,96.8913,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,2,Release test,51.976,-45.7595,2016-07-06T11:29:36.000Z,2,*0000000000000100,4056,ar0701002.hex,*0000000000000100,2,*0000000000000100,2016-07-06T12:29:47.000Z,2539.78,*0000000000000100,2502.425,51.9711,-45.7649,2.9108,*0000000000000100,2.9106,*0000000000000100,3.260387,*0000000000000100,3.260006,*0000000000000100,34.9297,34.9254,6.0982,*0000000000000100,7.44362,,,0.1264,96.8899,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,2,Release test,51.976,-45.7595,2016-07-06T11:29:36.000Z,2,*0000000000000100,4056,ar0701002.hex,*0000000000000100,3,*0000000000000100,2016-07-06T12:30:04.000Z,2539.757,*0000000000000100,2502.403,51.97111,-45.7649,2.9103,*0000000000000100,2.91,*0000000000000100,3.260377,*0000000000000100,3.259983,*0000000000000100,34.9301,34.9257,6.1039,*0000000000000100,7.44369,,,0.1264,96.8899,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,3,Release test,51.9711666666667,-45.7648333333333,2016-07-06T14:10:07.000Z,3,*0000000000000100,,ar0701003.hex,*0000000000000100,1,*0000000000000100,2016-07-06T15:18:59.000Z,2539.874,*0000000000000100,2502.518,51.97112,-45.76492,2.8886,*0000000000000100,2.8884,*0000000000000100,3.258005,*0000000000000100,3.257614,*0000000000000100,34.9247,34.9202,6.1193,*0000000000000100,7.44796,,,0.1264,96.8905,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,4,Release test,51.9711666666667,-45.7648333333333,2016-07-06T17:02:22.000Z,4,*0000000000000100,,ar0701004.hex,*0000000000000100,1,*0000000000000100,2016-07-06T18:16:04.000Z,2540.695,*0000000000000100,2503.322,51.97115,-45.76492,2.9163,*0000000000000100,2.9159,*0000000000000100,3.260625,*0000000000000100,3.260228,*0000000000000100,34.9263,34.922,6.1118,*0000000000000100,7.44278,,,0.126,96.9009,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,4,Release test,51.9711666666667,-45.7648333333333,2016-07-06T17:02:22.000Z,4,*0000000000000100,,ar0701004.hex,*0000000000000100,2,*0000000000000100,2016-07-06T18:43:22.000Z,2539.634,*0000000000000100,2502.283,51.97112,-45.76493,2.9106,*0000000000000100,2.9106,*0000000000000100,3.259991,*0000000000000100,3.259629,*0000000000000100,34.9252,34.921,6.1255,*0000000000000100,7.44388,,,0.1257,96.9081,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,1,*0000000000000100,2016-07-09T12:37:09.000Z,1015.069,*0000000000000100,1003.059,59.86362,-39.12447,3.4334,*0000000000000100,3.4333,*0000000000000100,3.239573,*0000000000000100,3.239275,*0000000000000100,34.8734,34.8699,6.6924,*0000000000000100,7.3515,,,0.1234,96.9626,*0000000000000100,,,6.902,*0000000000000100,*0000000000000100,,,,,,0.718,6.157,11.44,,1.646,*0000000000000100,*0000000000000100,34.8757,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,2,*0000000000000100,2016-07-09T12:37:18.000Z,1015.519,*0000000000000100,1003.502,59.86362,-39.12447,3.4334,*0000000000000100,3.433,*0000000000000100,3.23959,*0000000000000100,3.239275,*0000000000000100,34.8733,34.87,6.6895,*0000000000000100,7.3515,,,0.1237,96.9568,*0000000000000100,,,6.904,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8749,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,3,*0000000000000100,2016-07-09T12:42:51.000Z,812.198,*0000000000000100,802.977,59.86363,-39.12446,3.4816,*0000000000000100,3.4812,*0000000000000100,3.235596,*0000000000000100,3.235284,*0000000000000100,34.8801,34.8767,6.7127,*0000000000000100,7.34252,,,0.1229,96.9761,*0000000000000100,,,6.908,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8821,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,4,*0000000000000100,2016-07-09T12:42:59.000Z,812.771,*0000000000000100,803.542,59.86362,-39.12446,3.4816,*0000000000000100,3.4812,*0000000000000100,3.235628,*0000000000000100,3.235314,*0000000000000100,34.8801,34.8768,6.7139,*0000000000000100,7.34251,,,0.1226,96.9816,*0000000000000100,,,6.912,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.882,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,5,*0000000000000100,2016-07-09T12:51:27.000Z,406.282,*0000000000000100,402.061,59.86362,-39.12446,3.5859,*0000000000000100,3.5856,*0000000000000100,3.227773,*0000000000000100,3.227492,*0000000000000100,34.8909,34.888,6.7313,*0000000000000100,7.32331,,,0.1225,96.9843,*0000000000000100,,,6.889,*0000000000000100,*0000000000000100,,,,,,0.632,4.712,9.836,,1.062,*0000000000000100,*0000000000000100,34.8926,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,6,*0000000000000100,2016-07-09T12:51:40.000Z,406.021,*0000000000000100,401.802,59.86362,-39.12448,3.5858,*0000000000000100,3.5853,*0000000000000100,3.227744,*0000000000000100,3.227455,*0000000000000100,34.8909,34.8879,6.7339,*0000000000000100,7.32334,,,0.1224,96.9871,*0000000000000100,,,6.929,*0000000000000100,*0000000000000100,,,,,,0.74,6.064,11.869,,1.423,*0000000000000100,*0000000000000100,34.8934,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,7,*0000000000000100,2016-07-09T13:00:36.000Z,51.301,*0000000000000100,50.812,59.86362,-39.12448,4.279,*0000000000000100,4.2702,*0000000000000100,3.274681,*0000000000000100,3.273597,*0000000000000100,34.9039,34.9005,6.7817,*0000000000000100,7.20077,,,0.1446,96.4504,*0000000000000100,,,6.919,*0000000000000100,*0000000000000100,0.043829189517611,0.068712670163507,,*0000000000000100,*0000000000000100,0.73,5.975,12.224,0.296,1.644,*0000000000000100,*0000000000000100,34.905,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,8,*0000000000000100,2016-07-09T13:00:45.000Z,51.173,*0000000000000100,50.684,59.86362,-39.12448,4.282,*0000000000000100,4.2737,*0000000000000100,3.27496,*0000000000000100,3.273971,*0000000000000100,34.9041,34.9012,6.7878,*0000000000000100,7.20025,,,0.1433,96.4815,*0000000000000100,,,6.918,*0000000000000100,*0000000000000100,0.04217486272741,0.068133537939636,,*0000000000000100,*0000000000000100,,,,,,,,34.9058,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,9,*0000000000000100,2016-07-09T13:03:04.000Z,30.979,*0000000000000100,30.685,59.86362,-39.12449,6.2447,*0000000000000100,6.1788,*0000000000000100,3.446937,*0000000000000100,3.441301,*0000000000000100,34.8486,34.8529,6.7769,*0000000000000100,6.87649,,,0.3587,91.423,*0000000000000100,,,6.941,*0000000000000100,*0000000000000100,0.696232001879791,0.507247940336558,,*0000000000000100,*0000000000000100,0.441,1.83,6.31,0.069,2.114,*0000000000000100,*0000000000000100,34.8644,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,10,*0000000000000100,2016-07-09T13:03:11.000Z,31.108,*0000000000000100,30.813,59.86362,-39.12448,6.3466,*0000000000000100,6.2411,*0000000000000100,3.456046,*0000000000000100,3.446312,*0000000000000100,34.8463,34.8452,6.7813,*0000000000000100,6.86035,,,0.3618,91.3514,*0000000000000100,,,6.933,*0000000000000100,*0000000000000100,0.789232530509149,0.564725221460078,,*0000000000000100,*0000000000000100,0.521,1.783,6.996,0.078,2.389,*0000000000000100,*0000000000000100,34.8578,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,11,*0000000000000100,2016-07-09T13:05:38.000Z,2.904,*0000000000000100,2.877,59.86362,-39.12447,7.4056,*0000000000000100,7.4054,*0000000000000100,3.550071,*0000000000000100,3.549803,*0000000000000100,34.8252,34.8224,6.8656,*0000000000000100,6.69661,,,0.4328,89.7443,*0000000000000100,,,7.019,*0000000000000100,*0000000000000100,0.794062594955349,0.432676792404217,,*0000000000000100,*0000000000000100,0.3,,5.171,,1.798,*0000000000000100,*0000000000000100,34.8265,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,5,Gliders,59.8636666666667,-39.1245,2016-07-09T12:14:52.000Z,5,*0000000000000100,2820,ar0701005.hex,*0000000000000100,12,*0000000000000100,2016-07-09T13:05:52.000Z,2.326,*0000000000000100,2.304,59.86364,-39.12448,7.4058,*0000000000000100,7.4056,*0000000000000100,3.550055,*0000000000000100,3.549792,*0000000000000100,34.8251,34.8224,6.8697,*0000000000000100,6.69658,,,0.4307,89.7922,*0000000000000100,,,7.033,*0000000000000100,*0000000000000100,0.95816575136256,0.401920628108167,,*0000000000000100,*0000000000000100,,,,,,,,34.8277,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,6,SUMO,59.9331666666667,-39.4508333333333,2016-07-10T19:49:21.000Z,6,*0000000000000100,2724,ar0701006.hex,*0000000000000100,1,*0000000000000100,2016-07-10T20:27:14.000Z,1519.825,*0000000000000100,1500.034,59.9332,-39.45079,3.6806,*0000000000000100,3.6807,*0000000000000100,3.287572,*0000000000000100,3.287248,*0000000000000100,34.9281,34.9241,6.1112,*0000000000000100,7.3046,,,0.1254,96.9144,*0000000000000100,,,6.45,*0000000000000100,*0000000000000100,,,,,,0.757,6.934,11.581,,1.724,*0000000000000100,*0000000000000100,34.9299,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,6,SUMO,59.9331666666667,-39.4508333333333,2016-07-10T19:49:21.000Z,6,*0000000000000100,2724,ar0701006.hex,*0000000000000100,2,*0000000000000100,2016-07-10T20:38:02.000Z,1011.402,*0000000000000100,999.437,59.9332,-39.4508,3.5379,*0000000000000100,3.5377,*0000000000000100,3.249736,*0000000000000100,3.249424,*0000000000000100,34.8857,34.8822,6.6769,*0000000000000100,7.33215,,,0.1271,96.8739,*0000000000000100,,,6.904,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.8875,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,6,SUMO,59.9331666666667,-39.4508333333333,2016-07-10T19:49:21.000Z,6,*0000000000000100,2724,ar0701006.hex,*0000000000000100,3,*0000000000000100,2016-07-10T20:48:11.000Z,506.59,*0000000000000100,501.202,59.93318,-39.45082,3.6871,*0000000000000100,3.6869,*0000000000000100,3.24217,*0000000000000100,3.241873,*0000000000000100,34.9014,34.8982,6.6805,*0000000000000100,7.30476,,,0.1253,96.9177,*0000000000000100,,,6.88,*0000000000000100,*0000000000000100,,,,,,0.742,6.471,12.456,,1.851,*0000000000000100,*0000000000000100,34.9024,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,,,,,,,
AR7-01,6,SUMO,59.9331666666667,-39.4508333333333,2016-07-10T19:49:21.000Z,6,*0000000000000100,2724,ar0701006.hex,*0000000000000100,4,*0000000000000100,2016-07-10T20:54:05.000Z,251.597,*0000000000000100,249.075,59.9332,-39.45082,3.9493,*0000000000000100,3.9488,*0000000000000100,3.255893,*0000000000000100,3.255597,*0000000000000100,34.9229,34.9199,6.6507,*0000000000000100,7.25738,,,0.1286,96.837,*0000000000000100,,,6.814,*0000000000000100,*0000000000000100,,,,,,,,,,,,,34.9246,*0000000000000100,*0000000000000100,2325.1,*0000000000001001,*0000000000000100,2176.5,*0000000000000100,*0000000000000100,,,,,,,,,,,,,,,,,
AR7-01,6,SUMO,59.9331666666667,-39.4508333333333,2016-07-10T19:49:21.000Z,6,*0000000000000100,2724,ar0701006.hex,*0000000000000100,5,*0000000000000100,2016-07-10T20:57:45.000Z,131.25,*0000000000000100,129.972,59.93318,-39.45083,4.2106,*0000000000000100,4.2108,*0000000000000100,3.275395,*0000000000000100,3.275169,*0000000000000100,34.9415,34.9387,6.5913,*0000000000000100,7.21081,,,0.1334,96.7205,*0000000000000100,,,6.776,*0000000000000100,*0000000000000100,0.004854925608105,0.028617711814617,,*0000000000000100,*0000000000000100,,,,,,,,34.9429,*0000000000000100,*0000000000000100,2325.4,*0000000000001001,*0000000000000100,2171.3,*0000000000000100,*0000000000000100,,,,,7.7143,25,*0000000000000100,*0000000000000100,,,,,,,,,
